Transaction_ID,Date,Customer_ID,Customer_Age_Group,City,Region,Store_ID,Category,Product_Name,Brand,Quantity,Unit_Price_INR,Discount_Percent,Total_Amount_INR,Payment_Method
TXN004611,25-08-2023,CUST2898,46-55,Delhi,North,STORE024,Frozen Foods,Frozen Fries,GreenLeaf,17,751.01,0,12767.17,Debit Card
TXN004612,25-01-2023,CUST7963,55+,Kolkata,East,STORE034,Grains & Pulses,Semolina,Local,7,912.19,15,5427.53,Debit Card
TXN004613,01-02-2023,CUST8564,26-35,Lucknow,North,STORE034,Cleaning Supplies,Laundry Detergent,TopBrand,9,811.8,5,6940.89,Debit Card
TXN004614,23-04-2023,CUST2395,36-45,Ahmedabad,West,STORE037,Beverages,Mineral Water,NatureBest,19,314.52,10,5378.29,Debit Card
TXN004615,24-10-2023,CUST7576,46-55,Kolkata,East,STORE025,Bakery,Brown Bread,HomeChoice,9,471.93,0,4247.37,Debit Card
TXN004616,12-01-2023,CUST7062,26-35,Kolkata,East,STORE048,Bakery,Bagel,ValueBuy,16,399.94,10,5759.14,UPI
TXN004617,14-07-2023,CUST4792,18-25,Kolkata,East,STORE029,Fruits & Vegetables,Onion,ValueBuy,9,1382.15,20,9951.48,Net Banking
TXN004618,26-10-2023,CUST1461,46-55,Kolkata,East,STORE046,Grains & Pulses,Black Beans,TopBrand,3,1003.98,0,3011.94,Cash
TXN004619,24-05-2023,CUST7686,18-25,Hyderabad,South,STORE024,Grains & Pulses,Oats,FreshMart,16,262.68,5,3992.74,Debit Card
TXN004620,13-03-2023,CUST1862,55+,Ahmedabad,West,STORE010,Dairy & Eggs,Butter,TopBrand,2,774.93,0,1549.86,Cash
TXN004621,23-01-2023,CUST2048,18-25,Hyderabad,South,STORE020,Meat & Seafood,Sardines,ValueBuy,1,277.21,15,235.63,Debit Card
TXN004622,09-07-2023,CUST6275,26-35,Lucknow,North,STORE016,Personal Care,Toothpaste,ValueBuy,19,91.67,15,1480.47,Net Banking
TXN004623,26-06-2023,CUST8865,36-45,Hyderabad,South,STORE021,Meat & Seafood,Sardines,EcoFresh,9,923.66,25,6234.7,Net Banking
TXN004624,06-05-2023,CUST9913,36-45,Delhi,North,STORE047,Beverages,Cola,EcoFresh,13,355.52,5,4390.67,Debit Card
TXN004625,28-01-2023,CUST3258,36-45,Hyderabad,South,STORE006,Dairy & Eggs,Mozzarella,GreenLeaf,7,1072.29,5,7130.73,Cash
TXN004626,05-12-2023,CUST5308,55+,Hyderabad,South,STORE003,Dairy & Eggs,Cream,GreenLeaf,13,996.12,10,11654.6,Debit Card
TXN004627,17-11-2023,CUST4185,26-35,Chennai,South,STORE019,Grains & Pulses,Chickpeas,GreenLeaf,4,1448.13,25,4344.39,Cash
TXN004628,17-11-2023,CUST9705,26-35,Jaipur,North,STORE006,Personal Care,Conditioner,EcoFresh,5,1249.63,0,6248.15,Cash
TXN004629,28-09-2023,CUST7163,46-55,Lucknow,North,STORE041,Frozen Foods,Fish Fingers,Premium,6,1442.76,0,8656.56,Cash
TXN004630,05-10-2023,CUST4948,46-55,Jaipur,North,STORE037,Dairy & Eggs,Milk,ValueBuy,2,239.83,5,455.68,Cash
TXN004631,03-07-2023,CUST7931,36-45,Ahmedabad,West,STORE018,Bakery,Cake Slice,NatureBest,20,1325.3,5,25180.7,Cash
TXN004632,22-12-2023,CUST4028,55+,Kolkata,East,STORE026,Grains & Pulses,Chickpeas,GreenLeaf,10,1365.76,25,10243.2,Net Banking
TXN004633,29-04-2023,CUST9228,36-45,Delhi,North,STORE040,Grains & Pulses,Quinoa,HomeChoice,10,1212.81,0,12128.1,Cash
TXN004634,14-06-2023,CUST1164,55+,Ahmedabad,West,STORE003,Meat & Seafood,Salmon Fillet,Local,12,938.33,10,10133.96,Cash
TXN004635,12-11-2023,CUST4957,55+,Kolkata,East,STORE022,Meat & Seafood,Sardines,GreenLeaf,16,216.28,20,2768.38,Net Banking
TXN004636,24-09-2023,CUST4019,46-55,Pune,West,STORE025,Dairy & Eggs,Milk,TopBrand,16,347.46,5,5281.39,Credit Card
TXN004637,20-07-2023,CUST9538,55+,Hyderabad,South,STORE037,Beverages,Coconut Water,HomeChoice,6,1041.46,20,4999.01,Credit Card
TXN004638,14-01-2023,CUST2203,18-25,Jaipur,North,STORE044,Cleaning Supplies,Sponge Pack,NatureBest,12,1089.59,0,13075.08,Debit Card
TXN004639,01-11-2023,CUST3313,18-25,Chennai,South,STORE029,Beverages,Cola,PureLife,18,1275.33,25,17216.96,Cash
TXN004640,14-12-2023,CUST3206,26-35,Jaipur,North,STORE007,Snacks & Confectionery,Chocolate Bar,ValueBuy,15,30.74,5,438.05,UPI
TXN004641,18-11-2023,CUST9677,26-35,Lucknow,North,STORE037,Snacks & Confectionery,Dark Chocolate,NatureBest,2,209.58,10,377.24,Cash
TXN004642,28-04-2023,CUST8975,26-35,Hyderabad,South,STORE033,Meat & Seafood,Mutton Chops,NatureBest,9,167.68,0,1509.12,Cash
TXN004643,17-06-2023,CUST6852,18-25,Ahmedabad,West,STORE010,Bakery,Pita Bread,EcoFresh,6,897.2,25,4037.4,Credit Card
TXN004644,02-12-2023,CUST4466,26-35,Hyderabad,South,STORE045,Personal Care,Shampoo,FreshMart,16,1146.32,20,14672.9,Credit Card
TXN004645,30-09-2023,CUST3855,18-25,Mumbai,West,STORE011,Bakery,Cake Slice,ValueBuy,15,586.82,20,7041.84,Debit Card
TXN004646,23-10-2023,CUST6695,55+,Mumbai,West,STORE012,Frozen Foods,Frozen Peas,Local,7,328.99,15,1957.49,Debit Card
TXN004647,03-11-2023,CUST6343,55+,Pune,West,STORE003,Frozen Foods,Veggie Burger,Local,6,105.26,0,631.56,Net Banking
TXN004648,13-08-2023,CUST8005,26-35,Mumbai,West,STORE049,Beverages,Cola,ValueBuy,10,752.7,5,7150.65,Net Banking
TXN004649,06-10-2023,CUST8019,36-45,Pune,West,STORE032,Bakery,Cake Slice,EcoFresh,10,1156.78,15,9832.63,UPI
TXN004650,14-06-2023,CUST2926,55+,Kolkata,East,STORE027,Grains & Pulses,Semolina,TopBrand,16,734.29,0,11748.64,Cash
TXN004651,22-06-2023,CUST2091,18-25,Lucknow,North,STORE024,Frozen Foods,Waffles,Local,19,626.2,10,10708.02,Cash
TXN004652,02-01-2023,CUST6085,26-35,Delhi,North,STORE028,Snacks & Confectionery,Dark Chocolate,PureLife,11,625.12,25,5157.24,UPI
TXN004653,03-06-2023,CUST7511,46-55,Lucknow,North,STORE001,Grains & Pulses,Black Beans,EcoFresh,12,79.12,0,949.44,Credit Card
TXN004654,22-02-2023,CUST7840,26-35,Jaipur,North,STORE049,Cleaning Supplies,Laundry Detergent,ValueBuy,12,57.18,10,617.54,Debit Card
TXN004655,31-03-2023,CUST2800,26-35,Hyderabad,South,STORE050,Fruits & Vegetables,Tomato,GreenLeaf,20,245.27,15,4169.59,Net Banking
TXN004656,10-03-2023,CUST9070,46-55,Lucknow,North,STORE016,Fruits & Vegetables,Tomato,TopBrand,10,405.53,20,3244.24,Cash
TXN004657,19-11-2023,CUST2500,36-45,Ahmedabad,West,STORE043,Beverages,Coconut Water,NatureBest,9,889.27,25,6002.57,Credit Card
TXN004658,07-10-2023,CUST6130,26-35,Chennai,South,STORE041,Grains & Pulses,Semolina,GreenLeaf,12,1133.15,5,12917.91,Debit Card
TXN004659,10-08-2023,CUST6692,26-35,Lucknow,North,STORE023,Cleaning Supplies,Toilet Cleaner,Local,20,944.7,0,18894,Debit Card
TXN004660,10-02-2023,CUST3125,18-25,Jaipur,North,STORE037,Bakery,Croissant,FreshMart,16,981.89,15,13353.7,Cash
TXN004661,08-05-2023,CUST2036,18-25,Ahmedabad,West,STORE006,Cleaning Supplies,Floor Cleaner,PureLife,10,1133.56,25,8501.7,Net Banking
TXN004662,28-01-2023,CUST6152,18-25,Bangalore,South,STORE019,Frozen Foods,Fish Fingers,TopBrand,14,1277.41,0,17883.74,Net Banking
TXN004663,01-02-2023,CUST1458,36-45,Lucknow,North,STORE040,Frozen Foods,Ice Cream,ValueBuy,15,1350.81,10,18235.94,Debit Card
TXN004664,28-03-2023,CUST2458,18-25,Chennai,South,STORE046,Cleaning Supplies,Glass Cleaner,PureLife,10,542.84,10,4885.56,Credit Card
TXN004665,07-10-2023,CUST7669,36-45,Chennai,South,STORE018,Fruits & Vegetables,Potato,Local,3,1315.86,0,3947.58,Cash
TXN004666,28-12-2023,CUST7115,36-45,Ahmedabad,West,STORE008,Personal Care,Hand Cream,TopBrand,6,493.4,0,2960.4,Cash
TXN004667,27-08-2023,CUST1036,46-55,Lucknow,North,STORE038,Grains & Pulses,Basmati Rice,EcoFresh,7,692.43,25,3635.26,Cash
TXN004668,06-07-2023,CUST2647,26-35,Pune,West,STORE035,Frozen Foods,Ice Cream,PureLife,19,420.64,5,7592.55,Net Banking
TXN004669,29-10-2023,CUST6971,55+,Lucknow,North,STORE011,Meat & Seafood,Lamb Rack,ValueBuy,11,1467.62,15,13722.25,UPI
TXN004670,01-08-2023,CUST2809,36-45,Lucknow,North,STORE025,Fruits & Vegetables,Mango,Local,20,1271.34,0,25426.8,Debit Card
TXN004671,12-09-2023,CUST7958,18-25,Pune,West,STORE002,Grains & Pulses,Basmati Rice,FreshMart,1,1277.87,0,1277.87,Credit Card
TXN004672,07-07-2023,CUST7287,55+,Mumbai,West,STORE008,Meat & Seafood,Sausages,TopBrand,5,50.42,10,226.89,UPI
TXN004673,22-11-2023,CUST7932,26-35,Lucknow,North,STORE014,Meat & Seafood,Tuna Can,ValueBuy,9,1322.41,15,10116.44,Debit Card
TXN004674,04-10-2023,CUST8758,55+,Chennai,South,STORE032,Grains & Pulses,Soya Chunks,FreshMart,19,1042.14,5,18810.63,Cash
TXN004675,30-04-2023,CUST8753,55+,Mumbai,West,STORE021,Cleaning Supplies,Disinfectant Spray,HomeChoice,3,188.78,5,538.02,Credit Card
TXN004676,19-11-2023,CUST8244,18-25,Chennai,South,STORE043,Meat & Seafood,Salmon Fillet,ValueBuy,8,257.97,0,2063.76,Cash
TXN004677,03-05-2023,CUST5025,55+,Jaipur,North,STORE032,Bakery,Donut,Local,16,1160.1,20,14849.28,Cash
TXN004678,17-09-2023,CUST3321,26-35,Bangalore,South,STORE004,Cleaning Supplies,Floor Cleaner,PureLife,6,267.29,0,1603.74,Debit Card
TXN004679,21-09-2023,CUST2607,46-55,Bangalore,South,STORE017,Cleaning Supplies,Toilet Cleaner,Local,11,177.2,25,1461.9,Debit Card
TXN004680,15-11-2023,CUST1279,18-25,Hyderabad,South,STORE046,Personal Care,Conditioner,HomeChoice,10,1458.86,15,12400.31,Net Banking
TXN004681,23-01-2023,CUST3038,55+,Delhi,North,STORE050,Beverages,Green Tea,GreenLeaf,9,1149.65,25,7760.14,Cash
TXN004682,25-04-2023,CUST1971,36-45,Ahmedabad,West,STORE048,Meat & Seafood,Beef Steak,ValueBuy,9,322.32,0,2900.88,Net Banking
TXN004683,27-06-2023,CUST9528,18-25,Mumbai,West,STORE015,Bakery,Cake Slice,EcoFresh,16,342.61,5,5207.67,Net Banking
TXN004684,21-03-2023,CUST8970,55+,Hyderabad,South,STORE027,Bakery,Croissant,Premium,3,945.97,15,2412.22,Debit Card
TXN004685,05-01-2023,CUST1877,46-55,Delhi,North,STORE011,Beverages,Energy Drink,FreshMart,3,147.7,25,332.32,Net Banking
TXN004686,10-08-2023,CUST5660,36-45,Delhi,North,STORE043,Bakery,Brown Bread,GreenLeaf,9,24.69,20,177.77,UPI
TXN004687,20-06-2023,CUST1718,18-25,Delhi,North,STORE007,Bakery,Pita Bread,GreenLeaf,4,1136.97,5,4320.49,Debit Card
TXN004688,14-01-2023,CUST3172,55+,Pune,West,STORE006,Beverages,Herbal Tea,Premium,18,1379.41,15,21104.97,Debit Card
TXN004689,01-11-2023,CUST8195,26-35,Lucknow,North,STORE023,Cleaning Supplies,Broom,PureLife,9,540.4,10,4377.24,UPI
TXN004690,06-03-2023,CUST2765,46-55,Chennai,South,STORE024,Bakery,White Bread,EcoFresh,16,383.55,10,5523.12,Credit Card
TXN004691,16-06-2023,CUST2653,36-45,Lucknow,North,STORE020,Grains & Pulses,Oats,PureLife,1,1412.57,20,1130.06,Debit Card
TXN004692,12-06-2023,CUST3622,36-45,Ahmedabad,West,STORE009,Frozen Foods,Veggie Burger,Premium,10,780.05,10,7020.45,Net Banking
TXN004693,14-10-2023,CUST4757,18-25,Chennai,South,STORE017,Cleaning Supplies,Trash Bags,GreenLeaf,13,483.82,0,6289.66,Cash
TXN004694,25-04-2023,CUST8157,55+,Chennai,South,STORE040,Personal Care,Hand Cream,ValueBuy,5,123.9,0,619.5,Debit Card
TXN004695,05-09-2023,CUST3170,46-55,Bangalore,South,STORE048,Beverages,Coconut Water,NatureBest,20,329.84,25,4947.6,Debit Card
TXN004696,01-01-2023,CUST4335,55+,Delhi,North,STORE044,Beverages,Green Tea,GreenLeaf,9,182.22,15,1393.98,Debit Card
TXN004697,22-08-2023,CUST3395,18-25,Chennai,South,STORE029,Dairy & Eggs,Cheddar Cheese,PureLife,16,214.79,5,3264.81,Cash
TXN004698,12-12-2023,CUST1851,46-55,Kolkata,East,STORE016,Grains & Pulses,Black Beans,HomeChoice,7,1236.42,0,8654.94,Credit Card
TXN004699,18-04-2023,CUST4704,36-45,Jaipur,North,STORE011,Grains & Pulses,Corn Flour,NatureBest,18,1354.97,25,18292.1,Cash
TXN004700,07-07-2023,CUST6838,55+,Jaipur,North,STORE012,Cleaning Supplies,Sponge Pack,EcoFresh,7,1451.82,25,7622.06,Credit Card
TXN004701,21-02-2023,CUST1998,55+,Jaipur,North,STORE034,Bakery,Brown Bread,TopBrand,20,428.91,15,7291.47,Net Banking
TXN004702,05-11-2023,CUST5428,26-35,Jaipur,North,STORE036,Grains & Pulses,Corn Flour,NatureBest,3,796.38,0,2389.14,UPI
TXN004703,30-07-2023,CUST5181,26-35,Chennai,South,STORE013,Cleaning Supplies,Glass Cleaner,Local,5,1172.24,0,5861.2,Debit Card
TXN004704,31-12-2023,CUST2618,55+,Chennai,South,STORE029,Snacks & Confectionery,Trail Mix,HomeChoice,7,289.5,25,1519.88,Cash
TXN004705,22-05-2023,CUST4210,18-25,Lucknow,North,STORE002,Beverages,Orange Juice,Local,7,286.01,0,2002.07,Cash
TXN004706,31-05-2023,CUST4725,18-25,Mumbai,West,STORE043,Personal Care,Body Lotion,Premium,13,297.15,0,3862.95,UPI
TXN004707,06-09-2023,CUST2946,26-35,Chennai,South,STORE006,Bakery,Baguette,HomeChoice,16,759.06,0,12144.96,Debit Card
TXN004708,26-01-2023,CUST3400,36-45,Jaipur,North,STORE008,Personal Care,Razor,Local,19,653.19,0,12410.61,Net Banking
TXN004709,01-04-2023,CUST1611,46-55,Delhi,North,STORE025,Bakery,Donut,Local,9,443.41,15,3392.09,Net Banking
TXN004710,17-10-2023,CUST8594,46-55,Delhi,North,STORE033,Dairy & Eggs,Eggs,Local,18,323.65,0,5825.7,Debit Card
TXN004711,24-02-2023,CUST9763,18-25,Pune,West,STORE004,Dairy & Eggs,Cream,TopBrand,12,1283.16,0,15397.92,Debit Card
TXN004712,01-03-2023,CUST3071,26-35,Delhi,North,STORE007,Beverages,Orange Juice,EcoFresh,15,661.99,0,9929.85,Credit Card
TXN004713,10-01-2023,CUST4532,46-55,Kolkata,East,STORE027,Snacks & Confectionery,Peanut Butter Cups,Premium,3,46.51,0,139.53,Debit Card
TXN004714,26-11-2023,CUST4879,55+,Bangalore,South,STORE018,Personal Care,Face Wash,ValueBuy,19,1170.3,25,16676.77,Cash
TXN004715,27-04-2023,CUST1777,26-35,Kolkata,East,STORE007,Cleaning Supplies,Toilet Cleaner,HomeChoice,17,121.05,20,1646.28,Net Banking
TXN004716,10-03-2023,CUST6410,18-25,Delhi,North,STORE006,Dairy & Eggs,Buttermilk,HomeChoice,7,616.5,25,3236.62,Net Banking
TXN004717,20-03-2023,CUST4808,46-55,Bangalore,South,STORE002,Cleaning Supplies,Dish Soap,TopBrand,3,88.55,20,212.52,Cash
TXN004718,13-12-2023,CUST6741,26-35,Chennai,South,STORE010,Frozen Foods,Waffles,Local,18,1086.83,0,19562.94,Credit Card
TXN004719,11-09-2023,CUST7161,26-35,Pune,West,STORE005,Snacks & Confectionery,Granola Bar,EcoFresh,11,1431.04,10,14167.3,Net Banking
TXN004720,16-04-2023,CUST7305,36-45,Kolkata,East,STORE015,Dairy & Eggs,Paneer,TopBrand,12,1350.07,0,16200.84,Debit Card
TXN004721,12-08-2023,CUST7949,46-55,Ahmedabad,West,STORE025,Bakery,Muffin,HomeChoice,6,1482.37,10,8004.8,Credit Card
TXN004722,29-10-2023,CUST1194,36-45,Pune,West,STORE023,Frozen Foods,Waffles,TopBrand,3,744.59,25,1675.33,Credit Card
TXN004723,14-05-2023,CUST3413,36-45,Delhi,North,STORE019,Bakery,Baguette,Local,2,546.43,20,874.29,UPI
TXN004724,13-11-2023,CUST7523,18-25,Pune,West,STORE045,Cleaning Supplies,Dish Soap,GreenLeaf,9,351.82,0,3166.38,Debit Card
TXN004725,24-01-2023,CUST3012,36-45,Ahmedabad,West,STORE025,Cleaning Supplies,Broom,TopBrand,8,112.95,20,722.88,Credit Card
TXN004726,24-11-2023,CUST6209,36-45,Kolkata,East,STORE012,Grains & Pulses,Corn Flour,PureLife,6,1391.2,0,8347.2,Cash
TXN004727,09-11-2023,CUST1996,55+,Hyderabad,South,STORE027,Dairy & Eggs,Eggs,Premium,9,328.38,25,2216.56,Cash
TXN004728,30-06-2023,CUST9235,26-35,Bangalore,South,STORE028,Cleaning Supplies,Disinfectant Spray,PureLife,11,795.68,15,7439.61,Debit Card
TXN004729,22-10-2023,CUST8915,36-45,Ahmedabad,West,STORE009,Beverages,Coconut Water,TopBrand,12,1150.64,25,10355.76,Debit Card
TXN004730,02-09-2023,CUST6351,46-55,Hyderabad,South,STORE033,Bakery,Pita Bread,PureLife,10,327.36,0,3273.6,Net Banking
TXN004731,25-09-2023,CUST8063,46-55,Kolkata,East,STORE012,Personal Care,Hand Cream,TopBrand,2,1212.13,25,1818.19,Credit Card
TXN004732,13-08-2023,CUST9559,55+,Mumbai,West,STORE017,Fruits & Vegetables,Potato,TopBrand,11,799.61,20,7036.57,Cash
TXN004733,04-09-2023,CUST2163,55+,Bangalore,South,STORE040,Dairy & Eggs,Mozzarella,Local,6,1207.16,20,5794.37,Credit Card
TXN004734,11-01-2023,CUST1138,26-35,Delhi,North,STORE047,Personal Care,Deodorant,Local,7,664.27,0,4649.89,Debit Card
TXN004735,29-06-2023,CUST8412,18-25,Bangalore,South,STORE024,Grains & Pulses,Quinoa,GreenLeaf,11,119.87,25,988.93,Credit Card
TXN004736,03-02-2023,CUST5726,36-45,Bangalore,South,STORE027,Fruits & Vegetables,Broccoli,PureLife,13,123.7,0,1608.1,Cash
TXN004737,06-02-2023,CUST1939,26-35,Delhi,North,STORE028,Grains & Pulses,Black Beans,ValueBuy,19,1248.59,10,21350.89,Debit Card
TXN004738,20-03-2023,CUST9590,55+,Pune,West,STORE018,Cleaning Supplies,Dish Soap,FreshMart,19,1173.17,5,21175.72,Cash
TXN004739,28-12-2023,CUST8938,18-25,Mumbai,West,STORE040,Dairy & Eggs,Ghee,ValueBuy,7,1328.13,5,8832.06,Cash
TXN004740,01-09-2023,CUST4835,46-55,Pune,West,STORE014,Cleaning Supplies,Toilet Cleaner,NatureBest,15,890.68,25,10020.15,UPI
TXN004741,08-06-2023,CUST7779,18-25,Ahmedabad,West,STORE006,Grains & Pulses,Red Lentils,FreshMart,12,918.33,25,8264.97,Cash
TXN004742,01-11-2023,CUST8568,18-25,Ahmedabad,West,STORE005,Frozen Foods,Frozen Berries,Premium,16,445.16,0,7122.56,Credit Card
TXN004743,06-10-2023,CUST1142,46-55,Pune,West,STORE007,Bakery,Cake Slice,FreshMart,13,1118.07,0,14534.91,Net Banking
TXN004744,11-01-2023,CUST2642,18-25,Ahmedabad,West,STORE010,Snacks & Confectionery,Trail Mix,HomeChoice,2,19.65,0,39.3,Credit Card
TXN004745,13-06-2023,CUST2569,18-25,Pune,West,STORE008,Dairy & Eggs,Cheddar Cheese,NatureBest,18,1244.86,0,22407.48,Net Banking
TXN004746,03-01-2023,CUST7259,46-55,Lucknow,North,STORE028,Dairy & Eggs,Cream,Local,7,1186.66,0,8306.62,Net Banking
TXN004747,10-02-2023,CUST2336,46-55,Hyderabad,South,STORE015,Personal Care,Conditioner,HomeChoice,4,429.6,10,1546.56,Net Banking
TXN004748,11-03-2023,CUST6396,55+,Kolkata,East,STORE041,Bakery,Croissant,EcoFresh,4,855.46,10,3079.66,Cash
TXN004749,11-01-2023,CUST3554,36-45,Delhi,North,STORE017,Frozen Foods,Waffles,PureLife,4,103.74,25,311.22,Net Banking
TXN004750,22-03-2023,CUST2370,55+,Kolkata,East,STORE043,Frozen Foods,Veggie Burger,HomeChoice,2,1458.37,10,2625.07,Debit Card
TXN004751,13-11-2023,CUST6385,18-25,Hyderabad,South,STORE011,Beverages,Coconut Water,PureLife,11,1046.02,15,9780.29,Credit Card
TXN004752,02-04-2023,CUST4721,18-25,Pune,West,STORE043,Beverages,Green Tea,ValueBuy,7,375.21,15,2232.5,Debit Card
TXN004753,20-03-2023,CUST1039,26-35,Ahmedabad,West,STORE002,Beverages,Coconut Water,EcoFresh,16,1415.11,5,21509.67,Cash
TXN004754,19-08-2023,CUST7968,46-55,Delhi,North,STORE018,Meat & Seafood,Sardines,PureLife,1,360.31,20,288.25,Net Banking
TXN004755,10-04-2023,CUST2012,18-25,Jaipur,North,STORE020,Bakery,Croissant,Local,16,836.41,25,10036.92,UPI
TXN004756,12-08-2023,CUST3861,55+,Lucknow,North,STORE025,Meat & Seafood,Chicken Breast,FreshMart,13,631.95,25,6161.51,Credit Card
TXN004757,12-05-2023,CUST9073,18-25,Chennai,South,STORE027,Grains & Pulses,Quinoa,PureLife,20,901.34,0,18026.8,Net Banking
TXN004758,28-07-2023,CUST6638,46-55,Kolkata,East,STORE030,Snacks & Confectionery,Granola Bar,NatureBest,17,1274.57,10,19500.92,Credit Card
TXN004759,15-09-2023,CUST4471,26-35,Kolkata,East,STORE034,Personal Care,Conditioner,ValueBuy,7,389.45,25,2044.61,Credit Card
TXN004760,12-05-2023,CUST9753,36-45,Ahmedabad,West,STORE009,Bakery,Croissant,ValueBuy,13,645.11,15,7128.47,Debit Card
TXN004761,28-11-2023,CUST1960,26-35,Pune,West,STORE047,Grains & Pulses,Oats,FreshMart,10,520.72,10,4686.48,Cash
TXN004762,16-10-2023,CUST5815,36-45,Chennai,South,STORE013,Bakery,Brown Bread,Premium,8,583.27,15,3966.24,Net Banking
TXN004763,06-05-2023,CUST4577,36-45,Delhi,North,STORE025,Bakery,Muffin,EcoFresh,8,465.43,15,3164.92,Net Banking
TXN004764,06-07-2023,CUST8934,36-45,Jaipur,North,STORE020,Bakery,Croissant,Local,20,1445.27,20,23124.32,Credit Card
TXN004765,30-04-2023,CUST8646,46-55,Lucknow,North,STORE005,Fruits & Vegetables,Onion,Local,18,11.08,5,189.47,Cash
TXN004766,15-02-2023,CUST2887,18-25,Ahmedabad,West,STORE023,Snacks & Confectionery,Peanut Butter Cups,Premium,1,157.95,10,142.16,Cash
TXN004767,24-03-2023,CUST9991,18-25,Bangalore,South,STORE008,Frozen Foods,Frozen Peas,TopBrand,3,536.95,10,1449.76,Net Banking
TXN004768,12-07-2023,CUST4309,55+,Kolkata,East,STORE029,Personal Care,Sunscreen,TopBrand,2,869.51,0,1739.02,Cash
TXN004769,02-02-2023,CUST1630,55+,Lucknow,North,STORE036,Snacks & Confectionery,Peanut Butter Cups,NatureBest,5,189.94,15,807.24,Cash
TXN004770,13-03-2023,CUST8527,46-55,Chennai,South,STORE015,Fruits & Vegetables,Broccoli,HomeChoice,10,339.23,0,3392.3,Cash
TXN004771,26-11-2023,CUST7767,26-35,Pune,West,STORE036,Frozen Foods,Veggie Burger,FreshMart,19,440.76,25,6280.83,Net Banking
TXN004772,02-08-2023,CUST4708,18-25,Bangalore,South,STORE006,Bakery,Cookies,PureLife,6,1308.29,25,5887.31,Credit Card
TXN004773,10-02-2023,CUST5527,18-25,Ahmedabad,West,STORE018,Dairy & Eggs,Milk,HomeChoice,11,350.74,25,2893.6,UPI
TXN004774,10-12-2023,CUST5215,46-55,Lucknow,North,STORE008,Beverages,Green Tea,PureLife,8,55.8,20,357.12,Credit Card
TXN004775,29-12-2023,CUST3201,55+,Jaipur,North,STORE047,Cleaning Supplies,Glass Cleaner,Local,3,625.41,10,1688.61,Debit Card
TXN004776,13-05-2023,CUST5032,55+,Kolkata,East,STORE038,Beverages,Orange Juice,PureLife,18,433.74,25,5855.49,UPI
TXN004777,30-11-2023,CUST6000,36-45,Jaipur,North,STORE039,Snacks & Confectionery,Popcorn,ValueBuy,19,731.64,0,13901.16,Net Banking
TXN004778,24-06-2023,CUST6649,36-45,Jaipur,North,STORE002,Cleaning Supplies,Broom,PureLife,6,288.83,10,1559.68,Credit Card
TXN004779,02-03-2023,CUST2794,46-55,Hyderabad,South,STORE029,Dairy & Eggs,Milk,Premium,4,457.31,20,1463.39,Debit Card
TXN004780,27-06-2023,CUST8211,55+,Bangalore,South,STORE035,Beverages,Mango Juice,EcoFresh,19,1110.97,0,21108.43,UPI
TXN004781,02-05-2023,CUST6544,26-35,Lucknow,North,STORE047,Bakery,Cookies,FreshMart,6,1275.89,5,7272.57,Cash
TXN004782,24-11-2023,CUST7049,46-55,Kolkata,East,STORE045,Bakery,Cake Slice,GreenLeaf,7,896.32,0,6274.24,UPI
TXN004783,09-06-2023,CUST6933,55+,Mumbai,West,STORE047,Personal Care,Body Lotion,ValueBuy,6,1227.54,0,7365.24,Cash
TXN004784,04-03-2023,CUST9036,26-35,Mumbai,West,STORE043,Dairy & Eggs,Yogurt,GreenLeaf,4,103.14,15,350.68,Debit Card
TXN004785,05-03-2023,CUST6519,18-25,Pune,West,STORE022,Cleaning Supplies,Glass Cleaner,EcoFresh,5,1338.5,0,6692.5,Net Banking
TXN004786,05-02-2023,CUST8497,18-25,Bangalore,South,STORE015,Beverages,Cola,TopBrand,18,748.25,25,10101.38,Net Banking
TXN004787,29-06-2023,CUST5564,55+,Jaipur,North,STORE050,Meat & Seafood,Sausages,HomeChoice,19,134.9,0,2563.1,Debit Card
TXN004788,12-04-2023,CUST4311,18-25,Ahmedabad,West,STORE028,Frozen Foods,Frozen Peas,NatureBest,7,920.26,10,5797.64,Credit Card
TXN004789,05-12-2023,CUST9741,46-55,Lucknow,North,STORE036,Fruits & Vegetables,Broccoli,PureLife,5,1400.67,20,5602.68,Credit Card
TXN004790,03-12-2023,CUST8204,26-35,Kolkata,East,STORE004,Personal Care,Lip Balm,Local,4,478.59,20,1531.49,UPI
TXN004791,17-12-2023,CUST3104,55+,Pune,West,STORE021,Snacks & Confectionery,Potato Chips,EcoFresh,13,927.78,0,12061.14,Net Banking
TXN004792,20-10-2023,CUST4876,26-35,Chennai,South,STORE007,Snacks & Confectionery,Dark Chocolate,NatureBest,10,127.29,10,1145.61,Cash
TXN004793,29-03-2023,CUST7337,26-35,Jaipur,North,STORE007,Snacks & Confectionery,Nachos,Premium,11,475.14,0,5226.54,Cash
TXN004794,17-12-2023,CUST7051,18-25,Bangalore,South,STORE036,Frozen Foods,Frozen Pizza,TopBrand,14,382.24,5,5083.79,Credit Card
TXN004795,17-02-2023,CUST4264,18-25,Mumbai,West,STORE029,Bakery,Pita Bread,GreenLeaf,14,1230.54,20,13782.05,Net Banking
TXN004796,19-05-2023,CUST6044,26-35,Mumbai,West,STORE002,Cleaning Supplies,Fabric Softener,FreshMart,10,771.64,15,6558.94,UPI
